                               Labor Force Data by County, 2009 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1206500000000   12     065   Jefferson County, FL                              2009         6,584        6,056        528      8.0
CN1206700000000   12     067   Lafayette County, FL                              2009         3,077        2,851        226      7.3
CN1206900000000   12     069   Lake County, FL                                   2009       135,938      121,037     14,901     11.0
CN1207100000000   12     071   Lee County, FL                                    2009       278,869      245,118     33,751     12.1
CN1207300000000   12     073   Leon County, FL                                   2009       147,541      137,287     10,254      6.9
CN1207500000000   12     075   Levy County, FL                                   2009        16,747       14,859      1,888     11.3
CN1207700000000   12     077   Liberty County, FL                                2009         3,873        3,653        220      5.7
CN1207900000000   12     079   Madison County, FL                                2009         7,144        6,393        751     10.5
CN1208100000000   12     081   Manatee County, FL                                2009       142,453      126,203     16,250     11.4
CN1208300000000   12     083   Marion County, FL                                 2009       135,292      118,289     17,003     12.6
CN1208500000000   12     085   Martin County, FL                                 2009        62,960       56,158      6,802     10.8
CN1208600000000   12     086   Miami-Dade County, FL                             2009     1,206,746    1,071,136    135,610     11.2
CN1208700000000   12     087   Monroe County, FL                                 2009        45,437       42,380      3,057      6.7
CN1208900000000   12     089   Nassau County, FL                                 2009        35,947       32,546      3,401      9.5
CN1209100000000   12     091   Okaloosa County, FL                               2009        96,519       89,712      6,807      7.1
CN1209300000000   12     093   Okeechobee County, FL                             2009        18,206       16,078      2,128     11.7
CN1209500000000   12     095   Orange County, FL                                 2009       596,360      535,140     61,220     10.3
CN1209700000000   12     097   Osceola County, FL                                2009       138,875      123,506     15,369     11.1
CN1209900000000   12     099   Palm Beach County, FL                             2009       615,841      550,991     64,850     10.5
CN1210100000000   12     101   Pasco County, FL                                  2009       195,327      172,427     22,900     11.7
CN1210300000000   12     103   Pinellas County, FL                               2009       440,920      394,077     46,843     10.6
CN1210500000000   12     105   Polk County, FL                                   2009       273,287      242,907     30,380     11.1
CN1210700000000   12     107   Putnam County, FL                                 2009        32,321       28,582      3,739     11.6
CN1210900000000   12     109   St. Johns County, FL                              2009        96,657       88,670      7,987      8.3
CN1211100000000   12     111   St. Lucie County, FL                              2009       123,672      107,355     16,317     13.2
CN1211300000000   12     113   Santa Rosa County, FL                             2009        70,272       64,010      6,262      8.9
CN1211500000000   12     115   Sarasota County, FL                               2009       161,858      143,809     18,049     11.2
CN1211700000000   12     117   Seminole County, FL                               2009       235,835      213,004     22,831      9.7
CN1211900000000   12     119   Sumter County, FL                                 2009        31,900       29,035      2,865      9.0
CN1212100000000   12     121   Suwannee County, FL                               2009        17,462       15,802      1,660      9.5
CN1212300000000   12     123   Taylor County, FL                                 2009         9,171        8,201        970     10.6
CN1212500000000   12     125   Union County, FL                                  2009         5,395        4,994        401      7.4
CN1212700000000   12     127   Volusia County, FL                                2009       252,589      225,711     26,878     10.6
CN1212900000000   12     129   Wakulla County, FL                                2009        16,751       15,606      1,145      6.8
CN1213100000000   12     131   Walton County, FL                                 2009        30,864       28,565      2,299      7.4
CN1213300000000   12     133   Washington County, FL                             2009         9,925        8,943        982      9.9
CN1300100000000   13     001   Appling County, GA                                2009         9,392        8,457        935     10.0
CN1300300000000   13     003   Atkinson County, GA                               2009         3,265        2,784        481     14.7
CN1300500000000   13     005   Bacon County, GA                                  2009         4,613        4,186        427      9.3
CN1300700000000   13     007   Baker County, GA                                  2009         1,575        1,431        144      9.1
CN1300900000000   13     009   Baldwin County, GA                                2009        20,256       17,779      2,477     12.2
CN1301100000000   13     011   Banks County, GA                                  2009        10,485        9,697        788      7.5
CN1301300000000   13     013   Barrow County, GA                                 2009        34,974       31,319      3,655     10.5
CN1301500000000   13     015   Bartow County, GA                                 2009        46,113       40,602      5,511     12.0
CN1301700000000   13     017   Ben Hill County, GA                               2009         7,230        6,117      1,113     15.4
CN1301900000000   13     019   Berrien County, GA                                2009         8,152        7,104      1,048     12.9
CN1302100000000   13     021   Bibb County, GA                                   2009        74,133       67,034      7,099      9.6
CN1302300000000   13     023   Bleckley County, GA                               2009         5,414        4,883        531      9.8
CN1302500000000   13     025   Brantley County, GA                               2009         7,494        6,689        805     10.7
CN1302700000000   13     027   Brooks County, GA                                 2009         7,969        7,297        672      8.4
CN1302900000000   13     029   Bryan County, GA                                  2009        16,873       15,572      1,301      7.7
CN1303100000000   13     031   Bulloch County, GA                                2009        32,744       29,714      3,030      9.3
CN1303300000000   13     033   Burke County, GA                                  2009         9,869        8,714      1,155     11.7
CN1303500000000   13     035   Butts County, GA                                  2009        10,071        8,877      1,194     11.9
CN1303700000000   13     037   Calhoun County, GA                                2009         2,327        2,070        257     11.0
CN1303900000000   13     039   Camden County, GA                                 2009        20,622       18,807      1,815      8.8
CN1304300000000   13     043   Candler County, GA                                2009         4,313        3,918        395      9.2
CN1304500000000   13     045   Carroll County, GA                                2009        52,329       46,671      5,658     10.8
CN1304700000000   13     047   Catoosa County, GA                                2009        34,385       31,526      2,859      8.3
CN1304900000000   13     049   Charlton County, GA                               2009         4,441        3,963        478     10.8
CN1305100000000   13     051   Chatham County, GA                                2009       130,310      119,215     11,095      8.5
CN1305300000000   13     053   Chattahoochee County, GA                          2009         2,601        2,221        380     14.6
CN1305500000000   13     055   Chattooga County, GA                              2009        10,695        9,292      1,403     13.1
CN1305700000000   13     057   Cherokee County, GA                               2009       109,517       99,954      9,563      8.7
CN1305900000000   13     059   Clarke County, GA                                 2009        63,673       58,909      4,764      7.5
CN1306100000000   13     061   Clay County, GA                                   2009         1,405        1,286        119      8.5
CN1306300000000   13     063   Clayton County, GA                                2009       132,203      116,860     15,343     11.6
CN1306500000000   13     065   Clinch County, GA                                 2009         2,771        2,470        301     10.9
CN1306700000000   13     067   Cobb County, GA                                   2009       372,389      338,895     33,494      9.0
CN1306900000000   13     069   Coffee County, GA                                 2009        16,255       13,788      2,467     15.2
CN1307100000000   13     071   Colquitt County, GA                               2009        20,340       18,515      1,825      9.0
CN1307300000000   13     073   Columbia County, GA                               2009        60,498       56,383      4,115      6.8
CN1307500000000   13     075   Cook County, GA                                   2009         6,916        6,046        870     12.6
CN1307700000000   13     077   Coweta County, GA                                 2009        60,917       55,013      5,904      9.7
CN1307900000000   13     079   Crawford County, GA                               2009         6,034        5,437        597      9.9
CN1308100000000   13     081   Crisp County, GA                                  2009         9,697        8,531      1,166     12.0
CN1308300000000   13     083   Dade County, GA                                   2009         8,091        7,257        834     10.3
CN1308500000000   13     085   Dawson County, GA                                 2009        11,180       10,082      1,098      9.8
CN1308700000000   13     087   Decatur County, GA                                2009        11,826       10,351      1,475     12.5
CN1308900000000   13     089   DeKalb County, GA                                 2009       378,757      341,376     37,381      9.9
CN1309100000000   13     091   Dodge County, GA                                  2009         9,018        8,064        954     10.6
CN1309300000000   13     093   Dooly County, GA                                  2009         4,804        4,334        470      9.8
CN1309500000000   13     095   Dougherty County, GA                              2009        41,921       37,570      4,351     10.4
CN1309700000000   13     097   Douglas County, GA                                2009        64,740       57,838      6,902     10.7
CN1309900000000   13     099   Early County, GA                                  2009         5,479        4,912        567     10.3
CN1310100000000   13     101   Echols County, GA                                 2009         2,191        2,035        156      7.1
CN1310300000000   13     103   Effingham County, GA                              2009        28,417       26,112      2,305      8.1
CN1310500000000   13     105   Elbert County, GA                                 2009         9,974        8,772      1,202     12.1
CN1310700000000   13     107   Emanuel County, GA                                2009        10,496        9,391      1,105     10.5
CN1310900000000   13     109   Evans County, GA                                  2009         4,926        4,501        425      8.6
CN1311100000000   13     111   Fannin County, GA                                 2009        10,737        9,626      1,111     10.3
CN1311300000000   13     113   Fayette County, GA                                2009        50,749       46,537      4,212      8.3
CN1311500000000   13     115   Floyd County, GA                                  2009        49,186       44,075      5,111     10.4
CN1311700000000   13     117   Forsyth County, GA                                2009        87,428       80,403      7,025      8.0
CN1311900000000   13     119   Franklin County, GA                               2009        10,189        8,996      1,193     11.7
CN1312100000000   13     121   Fulton County, GA                                 2009       483,687      435,514     48,173     10.0
CN1312300000000   13     123   Gilmer County, GA                                 2009        13,526       12,143      1,383     10.2
CN1312500000000   13     125   Glascock County, GA                               2009         1,126          999        127     11.3
CN1312700000000   13     127   Glynn County, GA                                  2009        40,156       36,813      3,343      8.3
CN1312900000000   13     129   Gordon County, GA                                 2009        25,313       22,077      3,236     12.8
CN1313100000000   13     131   Grady County, GA                                  2009        11,685       10,568      1,117      9.6
CN1313300000000   13     133   Greene County, GA                                 2009         7,535        6,693        842     11.2
CN1313500000000   13     135   Gwinnett County, GA                               2009       414,889      378,155     36,734      8.9
CN1313700000000   13     137   Habersham County, GA                              2009        20,107       18,126      1,981      9.9
CN1313900000000   13     139   Hall County, GA                                   2009        89,091       80,867      8,224      9.2
CN1314100000000   13     141   Hancock County, GA                                2009         3,263        2,632        631     19.3
CN1314300000000   13     143   Haralson County, GA                               2009        12,575       11,085      1,490     11.8
CN1314500000000   13     145   Harris County, GA                                 2009        16,301       15,136      1,165      7.1
CN1314700000000   13     147   Hart County, GA                                   2009        10,382        9,005      1,377     13.3
CN1314900000000   13     149   Heard County, GA                                  2009         4,858        4,234        624     12.8
CN1315100000000   13     151   Henry County, GA                                  2009        96,721       87,436      9,285      9.6
CN1315300000000   13     153   Houston County, GA                                2009        70,338       65,356      4,982      7.1
CN1315500000000   13     155   Irwin County, GA                                  2009         4,039        3,438        601     14.9
CN1315700000000   13     157   Jackson County, GA                                2009        26,868       23,930      2,938     10.9
CN1315900000000   13     159   Jasper County, GA                                 2009         6,414        5,622        792     12.3
CN1316100000000   13     161   Jeff Davis County, GA                             2009         5,318        4,596        722     13.6
CN1316300000000   13     163   Jefferson County, GA                              2009         7,054        6,048      1,006     14.3
CN1316500000000   13     165   Jenkins County, GA                                2009         2,701        2,181        520     19.3
CN1316700000000   13     167   Johnson County, GA                                2009         3,518        3,084        434     12.3
CN1316900000000   13     169   Jones County, GA                                  2009        14,227       13,027      1,200      8.4
CN1317100000000   13     171   Lamar County, GA                                  2009         8,074        6,995      1,079     13.4
CN1317300000000   13     173   Lanier County, GA                                 2009         4,112        3,745        367      8.9
CN1317500000000   13     175   Laurens County, GA                                2009        21,908       19,491      2,417     11.0
CN1317700000000   13     177   Lee County, GA                                    2009        18,067       16,779      1,288      7.1
CN1317900000000   13     179   Liberty County, GA                                2009        25,833       23,674      2,159      8.4
CN1318100000000   13     181   Lincoln County, GA                                2009         3,875        3,459        416     10.7
CN1318300000000   13     183   Long County, GA                                   2009         6,613        6,188        425      6.4
CN1318500000000   13     185   Lowndes County, GA                                2009        53,558       49,085      4,473      8.4
CN1318700000000   13     187   Lumpkin County, GA                                2009        13,211       11,682      1,529     11.6
CN1318900000000   13     189   McDuffie County, GA                               2009        10,717        9,512      1,205     11.2
CN1319100000000   13     191   McIntosh County, GA                               2009         5,240        4,717        523     10.0
CN1319300000000   13     193   Macon County, GA                                  2009         5,159        4,528        631     12.2
CN1319500000000   13     195   Madison County, GA                                2009        15,681       14,335      1,346      8.6
CN1319700000000   13     197   Marion County, GA                                 2009         3,295        2,972        323      9.8
CN1319900000000   13     199   Meriwether County, GA                             2009         9,378        8,106      1,272     13.6
CN1320100000000   13     201   Miller County, GA                                 2009         3,591        3,284        307      8.5
CN1320500000000   13     205   Mitchell County, GA                               2009        10,325        9,307      1,018      9.9
CN1320700000000   13     207   Monroe County, GA                                 2009        13,708       12,482      1,226      8.9
CN1320900000000   13     209   Montgomery County, GA                             2009         4,455        4,062        393      8.8
CN1321100000000   13     211   Morgan County, GA                                 2009         9,283        8,372        911      9.8
CN1321300000000   13     213   Murray County, GA                                 2009        19,578       17,075      2,503     12.8
CN1321500000000   13     215   Muscogee County, GA                               2009        85,525       77,872      7,653      8.9
CN1321700000000   13     217   Newton County, GA                                 2009        46,766       41,123      5,643     12.1
CN1321900000000   13     219   Oconee County, GA                                 2009        18,469       17,338      1,131      6.1
CN1322100000000   13     221   Oglethorpe County, GA                             2009         7,765        7,116        649      8.4
CN1322300000000   13     223   Paulding County, GA                               2009        67,478       60,754      6,724     10.0
CN1322500000000   13     225   Peach County, GA                                  2009        12,255       11,006      1,249     10.2
CN1322700000000   13     227   Pickens County, GA                                2009        14,994       13,429      1,565     10.4
CN1322900000000   13     229   Pierce County, GA                                 2009         8,621        7,824        797      9.2
CN1323100000000   13     231   Pike County, GA                                   2009         8,021        7,155        866     10.8
CN1323300000000   13     233   Polk County, GA                                   2009        21,042       18,809      2,233     10.6
CN1323500000000   13     235   Pulaski County, GA                                2009         4,330        3,997        333      7.7
CN1323700000000   13     237   Putnam County, GA                                 2009        10,299        9,187      1,112     10.8
CN1323900000000   13     239   Quitman County, GA                                2009           961          848        113     11.8
CN1324100000000   13     241   Rabun County, GA                                  2009         6,919        6,211        708     10.2
CN1324300000000   13     243   Randolph County, GA                               2009         2,733        2,405        328     12.0
CN1324500000000   13     245   Richmond County, GA                               2009        90,631       81,610      9,021     10.0
CN1324700000000   13     247   Rockdale County, GA                               2009        39,874       35,498      4,376     11.0
CN1324900000000   13     249   Schley County, GA                                 2009         1,889        1,652        237     12.5
CN1325100000000   13     251   Screven County, GA                                2009         7,249        6,237      1,012     14.0
CN1325300000000   13     253   Seminole County, GA                               2009         4,062        3,630        432     10.6
CN1325500000000   13     255   Spalding County, GA                               2009        28,680       24,671      4,009     14.0
CN1325700000000   13     257   Stephens County, GA                               2009        13,799       12,357      1,442     10.5
CN1325900000000   13     259   Stewart County, GA                                2009         2,300        2,060        240     10.4
CN1326100000000   13     261   Sumter County, GA                                 2009        14,282       12,456      1,826     12.8
CN1326300000000   13     263   Talbot County, GA                                 2009         3,104        2,815        289      9.3
CN1326500000000   13     265   Taliaferro County, GA                             2009           826          708        118     14.3
CN1326700000000   13     267   Tattnall County, GA                               2009         9,293        8,469        824      8.9
CN1326900000000   13     269   Taylor County, GA                                 2009         3,525        3,112        413     11.7
CN1327100000000   13     271   Telfair County, GA                                2009         4,584        3,955        629     13.7
CN1327300000000   13     273   Terrell County, GA                                2009         4,412        3,962        450     10.2
CN1327500000000   13     275   Thomas County, GA                                 2009        21,270       19,343      1,927      9.1
CN1327700000000   13     277   Tift County, GA                                   2009        18,745       16,721      2,024     10.8
CN1327900000000   13     279   Toombs County, GA                                 2009        13,816       12,470      1,346      9.7
CN1328100000000   13     281   Towns County, GA                                  2009         5,701        5,213        488      8.6
CN1328300000000   13     283   Treutlen County, GA                               2009         2,906        2,578        328     11.3
CN1328500000000   13     285   Troup County, GA                                  2009        30,682       26,782      3,900     12.7
CN1328700000000   13     287   Turner County, GA                                 2009         4,592        3,955        637     13.9
CN1328900000000   13     289   Twiggs County, GA                                 2009         4,622        4,118        504     10.9
CN1329100000000   13     291   Union County, GA                                  2009        10,908        9,891      1,017      9.3
CN1329300000000   13     293   Upson County, GA                                  2009        11,827       10,319      1,508     12.8
CN1329500000000   13     295   Walker County, GA                                 2009        31,976       28,536      3,440     10.8
CN1329700000000   13     297   Walton County, GA                                 2009        41,193       36,976      4,217     10.2
CN1329900000000   13     299   Ware County, GA                                   2009        14,791       13,208      1,583     10.7
CN1330100000000   13     301   Warren County, GA                                 2009         2,602        2,138        464     17.8
CN1330300000000   13     303   Washington County, GA                             2009         7,859        6,797      1,062     13.5
CN1330500000000   13     305   Wayne County, GA                                  2009        11,964       10,578      1,386     11.6
CN1330700000000   13     307   Webster County, GA                                2009         1,184        1,068        116      9.8
CN1330900000000   13     309   Wheeler County, GA                                2009         2,912        2,635        277      9.5
CN1331100000000   13     311   White County, GA                                  2009        12,302       11,118      1,184      9.6
CN1331300000000   13     313   Whitfield County, GA                              2009        43,791       38,285      5,506     12.6
CN1331500000000   13     315   Wilcox County, GA                                 2009         3,229        2,847        382     11.8
CN1331700000000   13     317   Wilkes County, GA                                 2009         4,463        3,939        524     11.7
CN1331900000000   13     319   Wilkinson County, GA                              2009         4,595        4,093        502     10.9
CN1332100000000   13     321   Worth County, GA                                  2009        10,086        9,085      1,001      9.9
CN1500100000000   15     001   Hawaii County, HI                                 2009        84,512       76,246      8,266      9.8
CN1500300000000   15     003   Honolulu County/city, HI                          2009       443,805      418,139     25,666      5.8
CN1500700000000   15     007   Kauai County, HI                                  2009        32,227       29,208      3,019      9.4
CN1500900000000   15     009   Maui County, HI                                   2009        76,636       69,921      6,715      8.8
CN1600100000000   16     001   Ada County, ID                                    2009       194,882      180,127     14,755      7.6
CN1600300000000   16     003   Adams County, ID                                  2009         2,081        1,788        293     14.1
CN1600500000000   16     005   Bannock County, ID                                2009        39,117       36,513      2,604      6.7
CN1600700000000   16     007   Bear Lake County, ID                              2009         3,356        3,187        169      5.0
CN1600900000000   16     009   Benewah County, ID                                2009         4,102        3,573        529     12.9
CN1601100000000   16     011   Bingham County, ID                                2009        21,745       20,533      1,212      5.6
CN1601300000000   16     013   Blaine County, ID                                 2009        13,259       12,317        942      7.1
CN1601500000000   16     015   Boise County, ID                                  2009         3,358        3,101        257      7.7
CN1601700000000   16     017   Bonner County, ID                                 2009        20,727       18,758      1,969      9.5
CN1601900000000   16     019   Bonneville County, ID                             2009        49,886       47,194      2,692      5.4
CN1602100000000   16     021   Boundary County, ID                               2009         4,344        3,838        506     11.6
CN1602300000000   16     023   Butte County, ID                                  2009         1,468        1,397         71      4.8
CN1602500000000   16     025   Camas County, ID                                  2009           592          539         53      9.0
CN1602700000000   16     027   Canyon County, ID                                 2009        84,263       76,165      8,098      9.6
CN1602900000000   16     029   Caribou County, ID                                2009         3,451        3,256        195      5.7
CN1603100000000   16     031   Cassia County, ID                                 2009        10,162        9,647        515      5.1
CN1603300000000   16     033   Clark County, ID                                  2009           548          520         28      5.1
CN1603500000000   16     035   Clearwater County, ID                             2009         3,463        3,022        441     12.7
CN1603700000000   16     037   Custer County, ID                                 2009         2,669        2,531        138      5.2
CN1603900000000   16     039   Elmore County, ID                                 2009        11,329       10,507        822      7.3
CN1604100000000   16     041   Franklin County, ID                               2009         5,781        5,511        270      4.7
CN1604300000000   16     043   Fremont County, ID                                2009         5,511        5,093        418      7.6
CN1604500000000   16     045   Gem County, ID                                    2009         6,901        6,211        690     10.0
CN1604700000000   16     047   Gooding County, ID                                2009         8,353        7,911        442      5.3
CN1604900000000   16     049   Idaho County, ID                                  2009         7,277        6,586        691      9.5
CN1605100000000   16     051   Jefferson County, ID                              2009        11,452       10,768        684      6.0
CN1605300000000   16     053   Jerome County, ID                                 2009        10,400        9,772        628      6.0
CN1605500000000   16     055   Kootenai County, ID                               2009        70,307       64,242      6,065      8.6
CN1605700000000   16     057   Latah County, ID                                  2009        17,720       16,697      1,023      5.8
CN1605900000000   16     059   Lemhi County, ID                                  2009         3,945        3,642        303      7.7
CN1606100000000   16     061   Lewis County, ID                                  2009         1,774        1,683         91      5.1
CN1606300000000   16     063   Lincoln County, ID                                2009         2,552        2,290        262     10.3
CN1606500000000   16     065   Madison County, ID                                2009        16,001       15,175        826      5.2
CN1606700000000   16     067   Minidoka County, ID                               2009         9,456        8,918        538      5.7
CN1606900000000   16     069   Nez Perce County, ID                              2009        18,626       17,555      1,071      5.8
CN1607100000000   16     071   Oneida County, ID                                 2009         2,214        2,096        118      5.3
CN1607300000000   16     073   Owyhee County, ID                                 2009         4,326        4,163        163      3.8
CN1607500000000   16     075   Payette County, ID                                2009        10,905        9,984        921      8.4
CN1607700000000   16     077   Power County, ID                                  2009         3,437        3,199        238      6.9
CN1607900000000   16     079   Shoshone County, ID                               2009         6,204        5,451        753     12.1
CN1608100000000   16     081   Teton County, ID                                  2009         5,264        4,954        310      5.9
CN1608300000000   16     083   Twin Falls County, ID                             2009        38,850       36,542      2,308      5.9
CN1608500000000   16     085   Valley County, ID                                 2009         4,633        4,058        575     12.4
CN1608700000000   16     087   Washington County, ID                             2009         4,876        4,464        412      8.4
CN1700100000000   17     001   Adams County, IL                                  2009        38,213       35,481      2,732      7.1
CN1700300000000   17     003   Alexander County, IL                              2009         2,993        2,633        360     12.0
CN1700500000000   17     005   Bond County, IL                                   2009         8,547        7,720        827      9.7
CN1700700000000   17     007   Boone County, IL                                  2009        26,030       22,094      3,936     15.1
CN1700900000000   17     009   Brown County, IL                                  2009         3,463        3,310        153      4.4
CN1701100000000   17     011   Bureau County, IL                                 2009        19,222       17,236      1,986     10.3
CN1701300000000   17     013   Calhoun County, IL                                2009         2,481        2,237        244      9.8
CN1701500000000   17     015   Carroll County, IL                                2009         8,270        7,390        880     10.6
CN1701700000000   17     017   Cass County, IL                                   2009         7,673        7,152        521      6.8
CN1701900000000   17     019   Champaign County, IL                              2009       105,090       96,515      8,575      8.2
CN1702100000000   17     021   Christian County, IL                              2009        17,687       15,954      1,733      9.8
CN1702300000000   17     023   Clark County, IL                                  2009         8,090        7,056      1,034     12.8
CN1702500000000   17     025   Clay County, IL                                   2009         6,448        5,656        792     12.3
CN1702700000000   17     027   Clinton County, IL                                2009        18,620       17,076      1,544      8.3
CN1702900000000   17     029   Coles County, IL                                  2009        27,629       25,169      2,460      8.9
CN1703100000000   17     031   Cook County, IL                                   2009     2,594,308    2,325,536    268,772     10.4
CN1703300000000   17     033   Crawford County, IL                               2009         9,701        8,758        943      9.7
CN1703500000000   17     035   Cumberland County, IL                             2009         5,557        5,023        534      9.6
CN1703700000000   17     037   DeKalb County, IL                                 2009        59,967       54,097      5,870      9.8
CN1703900000000   17     039   De Witt County, IL                                2009         8,804        8,069        735      8.3
CN1704100000000   17     041   Douglas County, IL                                2009        10,201        9,329        872      8.5
CN1704300000000   17     043   DuPage County, IL                                 2009       523,811      479,700     44,111      8.4
CN1704500000000   17     045   Edgar County, IL                                  2009        10,154        9,132      1,022     10.1
CN1704700000000   17     047   Edwards County, IL                                2009         3,102        2,824        278      9.0
CN1704900000000   17     049   Effingham County, IL                              2009        18,119       16,691      1,428      7.9
CN1705100000000   17     051   Fayette County, IL                                2009        10,099        9,008      1,091     10.8
CN1705300000000   17     053   Ford County, IL                                   2009         7,085        6,391        694      9.8
CN1705500000000   17     055   Franklin County, IL                               2009        17,638       15,382      2,256     12.8
CN1705700000000   17     057   Fulton County, IL                                 2009        18,460       16,401      2,059     11.2
CN1705900000000   17     059   Gallatin County, IL                               2009         2,623        2,366        257      9.8
CN1706100000000   17     061   Greene County, IL                                 2009         6,765        6,210        555      8.2
CN1706300000000   17     063   Grundy County, IL                                 2009        26,583       23,395      3,188     12.0
CN1706500000000   17     065   Hamilton County, IL                               2009         4,062        3,689        373      9.2
CN1706700000000   17     067   Hancock County, IL                                2009         9,418        8,392      1,026     10.9
CN1706900000000   17     069   Hardin County, IL                                 2009         1,756        1,567        189     10.8
CN1707100000000   17     071   Henderson County, IL                              2009         3,792        3,438        354      9.3
CN1707300000000   17     073   Henry County, IL                                  2009        26,725       24,323      2,402      9.0
CN1707500000000   17     075   Iroquois County, IL                               2009        16,719       15,149      1,570      9.4
CN1707700000000   17     077   Jackson County, IL                                2009        32,080       29,785      2,295      7.2
CN1707900000000   17     079   Jasper County, IL                                 2009         4,934        4,490        444      9.0
CN1708100000000   17     081   Jefferson County, IL                              2009        20,558       18,634      1,924      9.4
CN1708300000000   17     083   Jersey County, IL                                 2009        11,524       10,464      1,060      9.2
CN1708500000000   17     085   Jo Daviess County, IL                             2009        13,059       11,912      1,147      8.8
CN1708700000000   17     087   Johnson County, IL                                2009         5,084        4,560        524     10.3
CN1708900000000   17     089   Kane County, IL                                   2009       270,379      242,726     27,653     10.2
CN1709100000000   17     091   Kankakee County, IL                               2009        56,066       49,337      6,729     12.0
CN1709300000000   17     093   Kendall County, IL                                2009        60,119       54,139      5,980      9.9
CN1709500000000   17     095   Knox County, IL                                   2009        25,933       23,485      2,448      9.4
CN1709700000000   17     097   Lake County, IL                                   2009       362,510      327,558     34,952      9.6
CN1709900000000   17     099   LaSalle County, IL                                2009        59,294       52,208      7,086     12.0
CN1710100000000   17     101   Lawrence County, IL                               2009         8,165        7,364        801      9.8
CN1710300000000   17     103   Lee County, IL                                    2009        18,272       16,397      1,875     10.3
CN1710500000000   17     105   Livingston County, IL                             2009        19,252       17,316      1,936     10.1
CN1710700000000   17     107   Logan County, IL                                  2009        13,331       12,121      1,210      9.1
CN1710900000000   17     109   McDonough County, IL                              2009        16,927       15,502      1,425      8.4
CN1711100000000   17     111   McHenry County, IL                                2009       180,443      163,054     17,389      9.6
CN1711300000000   17     113   McLean County, IL                                 2009        91,380       84,901      6,479      7.1
CN1711500000000   17     115   Macon County, IL                                  2009        54,703       48,551      6,152     11.2
CN1711700000000   17     117   Macoupin County, IL                               2009        23,957       21,471      2,486     10.4
CN1711900000000   17     119   Madison County, IL                                2009       138,229      124,381     13,848     10.0
CN1712100000000   17     121   Marion County, IL                                 2009        18,293       16,156      2,137     11.7
CN1712300000000   17     123   Marshall County, IL                               2009         7,102        6,372        730     10.3
CN1712500000000   17     125   Mason County, IL                                  2009         7,556        6,644        912     12.1
CN1712700000000   17     127   Massac County, IL                                 2009         7,148        6,520        628      8.8
CN1712900000000   17     129   Menard County, IL                                 2009         6,897        6,396        501      7.3
CN1713100000000   17     131   Mercer County, IL                                 2009         8,631        7,759        872     10.1
CN1713300000000   17     133   Monroe County, IL                                 2009        18,389       16,985      1,404      7.6
CN1713500000000   17     135   Montgomery County, IL                             2009        13,303       11,753      1,550     11.7
CN1713700000000   17     137   Morgan County, IL                                 2009        17,547       16,158      1,389      7.9
CN1713900000000   17     139   Moultrie County, IL                               2009         7,845        7,176        669      8.5
CN1714100000000   17     141   Ogle County, IL                                   2009        27,437       24,091      3,346     12.2
CN1714300000000   17     143   Peoria County, IL                                 2009        97,470       86,942     10,528     10.8
CN1714500000000   17     145   Perry County, IL                                  2009         9,387        8,286      1,101     11.7
CN1714700000000   17     147   Piatt County, IL                                  2009         8,869        8,173        696      7.8
CN1714900000000   17     149   Pike County, IL                                   2009         8,457        7,790        667      7.9
CN1715100000000   17     151   Pope County, IL                                   2009         1,898        1,705        193     10.2
CN1715300000000   17     153   Pulaski County, IL                                2009         2,839        2,530        309     10.9
CN1715500000000   17     155   Putnam County, IL                                 2009         3,296        2,858        438     13.3
CN1715700000000   17     157   Randolph County, IL                               2009        15,176       13,803      1,373      9.0
CN1715900000000   17     159   Richland County, IL                               2009         7,261        6,546        715      9.8
CN1716100000000   17     161   Rock Island County, IL                            2009        77,719       70,693      7,026      9.0
CN1716300000000   17     163   St. Clair County, IL                              2009       123,762      110,536     13,226     10.7
CN1716500000000   17     165   Saline County, IL                                 2009        12,636       11,408      1,228      9.7
CN1716700000000   17     167   Sangamon County, IL                               2009       107,644       99,775      7,869      7.3
CN1716900000000   17     169   Schuyler County, IL                               2009         4,224        3,946        278      6.6
CN1717100000000   17     171   Scott County, IL                                  2009         2,706        2,500        206      7.6
CN1717300000000   17     173   Shelby County, IL                                 2009        11,118       10,045      1,073      9.7
CN1717500000000   17     175   Stark County, IL                                  2009         2,832        2,544        288     10.2
CN1717700000000   17     177   Stephenson County, IL                             2009        25,023       22,229      2,794     11.2
CN1717900000000   17     179   Tazewell County, IL                               2009        72,937       65,395      7,542     10.3
CN1718100000000   17     181   Union County, IL                                  2009         8,095        7,207        888     11.0
CN1718300000000   17     183   Vermilion County, IL                              2009        37,055       32,866      4,189     11.3
CN1718500000000   17     185   Wabash County, IL                                 2009         6,034        5,421        613     10.2
CN1718700000000   17     187   Warren County, IL                                 2009         9,220        8,546        674      7.3
CN1718900000000   17     189   Washington County, IL                             2009         8,058        7,420        638      7.9
CN1719100000000   17     191   Wayne County, IL                                  2009         8,117        7,326        791      9.7
